"Name","Activity type","Description"
"28/12/2015 09:11","",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)"
"1","62","-2.423867","29.069585","1570.0","49.0","3","1.5","2015-12-28T08:12:35.550Z","","",""
"1","63","-2.423857","29.069595","1571.0","51.0","3.9","1.5","2015-12-28T08:12:36.455Z","","",""
"1","64","-2.423857","29.069595","1571.0","51.0","3","1.5","2015-12-28T08:12:36.920Z","","",""
"1","65","-2.423848","29.069604","1569.0","47.0","4","1.5","2015-12-28T08:12:37.369Z","","",""
"1","66","-2.423848","29.069604","1569.0","47.0","4","1.5","2015-12-28T08:12:37.426Z","","",""
"1","67","-2.423839","29.069614","1569.0","46.0","3.9","1.5","2015-12-28T08:12:38.527Z","","",""
"1","68","-2.423839","29.069614","1569.0","46.0","3","1.5","2015-12-28T08:12:38.872Z","","",""
"1","69","-2.42383","29.069622","1568.0","42.0","3.9","1.5","2015-12-28T08:12:39.431Z","","",""
"1","70","-2.42383","29.069622","1568.0","42.0","3","1.5","2015-12-28T08:12:39.516Z","","",""
"1","71","-2.42382","29.069631","1568.0","44.0","3.9","1.5","2015-12-28T08:12:40.438Z","","",""
"1","72","-2.42382","29.069631","1568.0","44.0","3","1.5","2015-12-28T08:12:40.897Z","","",""
"1","73","-2.423811","29.06964","1568.0","44.0","3.9","1.5","2015-12-28T08:12:41.406Z","","",""
"1","74","-2.423811","29.06964","1568.0","44.0","3","1.5","2015-12-28T08:12:41.710Z","","",""
"1","75","-2.423801","29.069648","1569.0","45.0","3.9","1.5","2015-12-28T08:12:42.437Z","","",""
"1","76","-2.423801","29.069648","1569.0","45.0","3","1.5","2015-12-28T08:12:42.574Z","","",""
"1","77","-2.423792","29.069657","1569.0","47.0","3.9","1.5","2015-12-28T08:12:43.662Z","","",""
"1","78","-2.423792","29.069657","1569.0","47.0","3","1.5","2015-12-28T08:12:43.921Z","","",""
"1","79","-2.423783","29.069666","1568.0","48.0","3.9","1.5","2015-12-28T08:12:44.433Z","","",""
"1","80","-2.423783","29.069666","1568.0","48.0","3","1.5","2015-12-28T08:12:44.842Z","","",""
"1","81","-2.423775","29.069676","1568.0","51.0","3.9","1.5","2015-12-28T08:12:45.442Z","","",""
"1","82","-2.423775","29.069676","1568.0","51.0","3","1.5","2015-12-28T08:12:45.921Z","","",""
"1","83","-2.423765","29.069685","1568.0","49.0","3.9","1.5","2015-12-28T08:12:46.431Z","","",""
"1","84","-2.423765","29.069685","1568.0","49.0","3","1.5","2015-12-28T08:12:46.562Z","","",""
"1","85","-2.423755","29.069695","1568.0","47.0","3.9","1.5","2015-12-28T08:12:47.449Z","","",""
"1","86","-2.423755","29.069695","1568.0","47.0","3","1.5","2015-12-28T08:12:47.868Z","","",""
"1","87","-2.423745","29.069705","1568.0","45.0","3.9","1.5","2015-12-28T08:12:48.450Z","","",""
"1","88","-2.423745","29.069705","1568.0","45.0","3","1.5","2015-12-28T08:12:48.784Z","","",""
"1","89","-2.423735","29.069715","1569.0","46.0","3.9","1.5","2015-12-28T08:12:49.433Z","","",""
"1","90","-2.423735","29.069715","1569.0","46.0","3","1.5","2015-12-28T08:12:49.500Z","","",""
"1","91","-2.423725","29.069725","1569.0","48.0","3.9","1.5","2015-12-28T08:12:50.456Z","","",""
"1","92","-2.423725","29.069725","1569.0","48.0","3","1.5","2015-12-28T08:12:50.858Z","","",""
"1","93","-2.423716","29.069735","1569.0","49.0","3.9","1.5","2015-12-28T08:12:51.447Z","","",""
"1","94","-2.423716","29.069735","1569.0","49.0","3","1.5","2015-12-28T08:12:51.859Z","","",""
"1","95","-2.423708","29.069745","1569.0","54.0","3.9","1.5","2015-12-28T08:12:52.494Z","","",""
"1","96","-2.423701","29.069746","1570.0","54.0","4","0.25","2015-12-28T08:13:03.385Z","","",""
"1","97","-2.423694","29.069751","1569.0","54.0","3.9","0.75","2015-12-28T08:13:04.537Z","","",""
"1","98","-2.423694","29.069751","1569.0","54.0","3","0.75","2015-12-28T08:13:05.151Z","","",""
"1","99","-2.42368","29.069762","1570.0","40.0","3.9","1.75","2015-12-28T08:13:05.380Z","","",""
"1","100","-2.42368","29.069762","1570.0","40.0","3","1.75","2015-12-28T08:13:05.411Z","","",""
"1","101","-2.423666","29.069773","1570.0","40.0","4","1.75","2015-12-28T08:13:06.392Z","","",""
"1","102","-2.423666","29.069773","1570.0","40.0","4","1.75","2015-12-28T08:13:06.842Z","","",""
"1","103","-2.423652","29.069785","1571.0","43.0","3.9","1.75","2015-12-28T08:13:07.444Z","","",""
"1","104","-2.423652","29.069785","1571.0","43.0","3","1.75","2015-12-28T08:13:07.836Z","","",""
"1","105","-2.423638","29.069797","1571.0","43.0","3.9","1.75","2015-12-28T08:13:08.637Z","","",""
"1","106","-2.423638","29.069797","1571.0","43.0","3","1.75","2015-12-28T08:13:08.840Z","","",""
"1","107","-2.423624","29.069809","1571.0","45.0","4","1.75","2015-12-28T08:13:09.487Z","","",""
"1","108","-2.423624","29.069809","1571.0","45.0","4","1.75","2015-12-28T08:13:09.868Z","","",""
"1","109","-2.42361","29.069822","1570.0","47.0","3.9","1.75","2015-12-28T08:13:10.537Z","","",""
"1","110","-2.42361","29.069822","1570.0","47.0","3","1.75","2015-12-28T08:13:10.837Z","","",""
"1","111","-2.423598","29.069833","1570.0","47.0","3.9","1.75","2015-12-28T08:13:11.489Z","","",""
"1","112","-2.423598","29.069833","1570.0","47.0","3","1.75","2015-12-28T08:13:11.525Z","","",""
"1","113","-2.423585","29.069843","1570.0","47.0","3.9","1.75","2015-12-28T08:13:12.636Z","","",""
"1","114","-2.423585","29.069843","1570.0","47.0","3","1.75","2015-12-28T08:13:12.888Z","","",""
"1","115","-2.42357","29.069852","1572.0","45.0","3.9","1.75","2015-12-28T08:13:13.513Z","","",""
"1","116","-2.42357","29.069852","1572.0","45.0","3","1.75","2015-12-28T08:13:13.601Z","","",""
"1","117","-2.423555","29.069861","1572.0","45.0","3.9","1.75","2015-12-28T08:13:14.632Z","","",""
"1","118","-2.423555","29.069861","1572.0","45.0","3","1.75","2015-12-28T08:13:14.862Z","","",""
"1","119","-2.423541","29.069871","1572.0","47.0","3.9","1.75","2015-12-28T08:13:15.753Z","","",""
"1","120","-2.423541","29.069871","1572.0","47.0","3","1.75","2015-12-28T08:13:15.872Z","","",""
"1","121","-2.423527","29.06988","1572.0","44.0","3.9","1.75","2015-12-28T08:13:16.552Z","","",""
"1","122","-2.423527","29.06988","1572.0","44.0","3","1.75","2015-12-28T08:13:16.862Z","","",""
"1","123","-2.423513","29.069888","1572.0","41.0","3.9","1.75","2015-12-28T08:13:17.914Z","","",""
"1","124","-2.423513","29.069888","1572.0","41.0","3","1.75","2015-12-28T08:13:17.993Z","","",""
"1","125","-2.4235","29.069898","1573.0","43.0","3.9","1.75","2015-12-28T08:13:18.454Z","","",""
"1","126","-2.4235","29.069898","1573.0","43.0","3","1.75","2015-12-28T08:13:18.510Z","","",""
"1","127","-2.423487","29.069911","1574.0","49.0","3.9","1.75","2015-12-28T08:13:19.682Z","","",""
"1","128","-2.423487","29.069911","1574.0","49.0","3","1.75","2015-12-28T08:13:19.927Z","","",""
"1","129","-2.423476","29.069925","1574.0","51.0","3.9","1.75","2015-12-28T08:13:20.549Z","","",""
"1","130","-2.423476","29.069925","1574.0","51.0","3","1.75","2015-12-28T08:13:20.823Z","","",""
"1","131","-2.423464","29.069937","1574.0","44.0","4","1.75","2015-12-28T08:13:21.499Z","","",""
"1","132","-2.423464","29.069937","1574.0","44.0","4","1.75","2015-12-28T08:13:21.848Z","","",""
"1","133","-2.423452","29.069947","1574.0","36.0","4","1.75","2015-12-28T08:13:22.546Z","","",""
"1","134","-2.423452","29.069947","1574.0","36.0","4","1.75","2015-12-28T08:13:22.875Z","","",""
"1","135","-2.423441","29.069958","1574.0","36.0","3.9","1.75","2015-12-28T08:13:23.457Z","","",""
"1","136","-2.423441","29.069958","1574.0","36.0","3","1.75","2015-12-28T08:13:23.929Z","","",""
"1","137","-2.42343","29.06997","1576.0","43.0","3.9","1.75","2015-12-28T08:13:24.861Z","","",""
"1","138","-2.42343","29.06997","1576.0","43.0","3","1.75","2015-12-28T08:13:24.996Z","","",""
"1","139","-2.423419","29.069983","1576.0","44.0","3.9","1.75","2015-12-28T08:13:25.538Z","","",""
"1","140","-2.423419","29.069983","1576.0","44.0","3","1.75","2015-12-28T08:13:25.575Z","","",""
"1","141","-2.423408","29.069995","1577.0","41.0","3.9","1.75","2015-12-28T08:13:26.652Z","","",""
"1","142","-2.423408","29.069995","1577.0","41.0","3","1.75","2015-12-28T08:13:26.871Z","","",""
"1","143","-2.423396","29.070007","1577.0","40.0","3.9","1.75","2015-12-28T08:13:27.424Z","","",""
"1","144","-2.423396","29.070007","1577.0","40.0","3","1.75","2015-12-28T08:13:27.873Z","","",""
"1","145","-2.423386","29.070021","1577.0","44.0","3.9","1.75","2015-12-28T08:13:28.647Z","","",""
"1","146","-2.423386","29.070021","1577.0","44.0","3","1.75","2015-12-28T08:13:28.873Z","","",""
"1","147","-2.423377","29.070035","1577.0","46.0","3.9","1.75","2015-12-28T08:13:29.505Z","","",""
"1","148","-2.423377","29.070035","1577.0","46.0","3","1.75","2015-12-28T08:13:29.866Z","","",""
"1","149","-2.423366","29.070048","1578.0","44.0","3.9","1.75","2015-12-28T08:13:30.538Z","","",""
"1","150","-2.423366","29.070048","1578.0","44.0","3","1.75","2015-12-28T08:13:30.778Z","","",""
"1","151","-2.423356","29.070061","1578.0","43.0","3.9","1.75","2015-12-28T08:13:31.392Z","","",""
"1","152","-2.423356","29.070061","1578.0","43.0","3","1.75","2015-12-28T08:13:31.948Z","","",""
"1","153","-2.423347","29.070074","1578.0","43.0","3.9","1.75","2015-12-28T08:13:32.429Z","","",""
"1","154","-2.423347","29.070074","1578.0","43.0","3","1.75","2015-12-28T08:13:32.495Z","","",""
"1","155","-2.423339","29.070088","1578.0","48.0","3.9","1.75","2015-12-28T08:13:33.481Z","","",""
"1","156","-2.423339","29.070088","1578.0","48.0","3","1.75","2015-12-28T08:13:33.870Z","","",""
"1","157","-2.423333","29.070102","1578.0","51.0","3.9","1.75","2015-12-28T08:13:34.467Z","","",""
"1","158","-2.423333","29.070102","1578.0","51.0","3","1.75","2015-12-28T08:13:34.921Z","","",""
"1","159","-2.423328","29.070114","1577.0","53.0","3.9","1.5","2015-12-28T08:13:35.377Z","","",""
"1","160","-2.423328","29.070114","1577.0","53.0","3","1.5","2015-12-28T08:13:35.793Z","","",""
"1","161","-2.423323","29.070126","1578.0","50.0","4","1.5","2015-12-28T08:13:36.422Z","","",""
"1","162","-2.423323","29.070126","1578.0","50.0","4","1.5","2015-12-28T08:13:36.822Z","","",""
"1","163","-2.423315","29.070136","1578.0","45.0","3.9","1.5","2015-12-28T08:13:37.592Z","","",""
"1","164","-2.423315","29.070136","1578.0","45.0","3","1.5","2015-12-28T08:13:37.879Z","","",""
"1","165","-2.423307","29.070145","1578.0","42.0","3.9","1.5","2015-12-28T08:13:38.397Z","","",""
"1","166","-2.423307","29.070145","1578.0","42.0","3","1.5","2015-12-28T08:13:38.798Z","","",""
"1","167","-2.423297","29.070156","1578.0","42.0","3.9","1.5","2015-12-28T08:13:39.378Z","","",""
"1","168","-2.423297","29.070156","1578.0","42.0","3","1.5","2015-12-28T08:13:39.451Z","","",""
"1","169","-2.423288","29.070167","1579.0","44.0","3.9","1.5","2015-12-28T08:13:40.422Z","","",""
"1","170","-2.423288","29.070167","1579.0","44.0","3","1.5","2015-12-28T08:13:40.857Z","","",""
"1","171","-2.423277","29.070181","1578.0","46.0","3.9","1.75","2015-12-28T08:13:41.549Z","","",""
"1","172","-2.423277","29.070181","1578.0","46.0","3","1.75","2015-12-28T08:13:41.857Z","","",""
"1","173","-2.423266","29.070194","1578.0","48.0","3.9","1.75","2015-12-28T08:13:42.673Z","","",""
"1","174","-2.423266","29.070194","1578.0","48.0","3","1.75","2015-12-28T08:13:42.861Z","","",""
"1","175","-2.423256","29.070208","1577.0","48.0","3.9","1.75","2015-12-28T08:13:43.458Z","","",""
"1","176","-2.423256","29.070208","1577.0","48.0","3","1.75","2015-12-28T08:13:43.856Z","","",""
"1","177","-2.423245","29.070222","1578.0","48.0","3.9","1.75","2015-12-28T08:13:44.402Z","","",""
"1","178","-2.423245","29.070222","1578.0","48.0","3","1.75","2015-12-28T08:13:44.673Z","","",""
"1","179","-2.423235","29.070236","1579.0","48.0","3.9","1.75","2015-12-28T08:13:45.455Z","","",""
"1","180","-2.423235","29.070236","1579.0","48.0","3","1.75","2015-12-28T08:13:45.971Z","","",""
"1","181","-2.423224","29.070249","1579.0","47.0","3.9","1.75","2015-12-28T08:13:46.455Z","","",""
"1","182","-2.423224","29.070249","1579.0","47.0","3","1.75","2015-12-28T08:13:46.490Z","","",""
"1","183","-2.423213","29.070263","1579.0","48.0","3.9","1.75","2015-12-28T08:13:47.420Z","","",""
"1","184","-2.423213","29.070263","1579.0","48.0","3","1.75","2015-12-28T08:13:47.870Z","","",""
"1","185","-2.423202","29.070276","1579.0","47.0","3.9","1.75","2015-12-28T08:13:48.427Z","","",""
"1","186","-2.423202","29.070276","1579.0","47.0","3","1.75","2015-12-28T08:13:48.836Z","","",""
"1","187","-2.423191","29.070288","1579.0","44.0","3.9","1.75","2015-12-28T08:13:49.391Z","","",""
"1","188","-2.423191","29.070288","1579.0","44.0","3","1.75","2015-12-28T08:13:49.474Z","","",""
"1","189","-2.42318","29.070298","1579.0","40.0","3.9","1.75","2015-12-28T08:13:50.468Z","","",""
"1","190","-2.42318","29.070298","1579.0","40.0","3","1.75","2015-12-28T08:13:50.861Z","","",""
"1","191","-2.423169","29.070307","1579.0","38.0","3.9","1.5","2015-12-28T08:13:51.446Z","","",""
"1","192","-2.423169","29.070307","1579.0","38.0","3","1.5","2015-12-28T08:13:51.789Z","","",""
"1","193","-2.423159","29.070315","1579.0","38.0","3.9","1.5","2015-12-28T08:13:52.887Z","","",""
"1","194","-2.423159","29.070315","1579.0","38.0","3","1.5","2015-12-28T08:13:53.001Z","","",""
"1","195","-2.423149","29.070324","1580.0","38.0","3.9","1.5","2015-12-28T08:13:53.427Z","","",""
"1","196","-2.423149","29.070324","1580.0","38.0","3","1.5","2015-12-28T08:13:53.523Z","","",""
"1","197","-2.423138","29.070333","1580.0","38.0","3.9","1.5","2015-12-28T08:13:54.462Z","","",""
"1","198","-2.423138","29.070333","1580.0","38.0","3","1.5","2015-12-28T08:13:54.859Z","","",""
"1","199","-2.423128","29.070343","1579.0","42.0","3.9","1.5","2015-12-28T08:13:55.468Z","","",""
"1","200","-2.423128","29.070343","1579.0","42.0","3","1.5","2015-12-28T08:13:55.860Z","","",""
"1","201","-2.423119","29.070353","1579.0","46.0","3.9","1.5","2015-12-28T08:13:56.581Z","","",""
"1","202","-2.423119","29.070353","1579.0","46.0","3","1.5","2015-12-28T08:13:56.905Z","","",""
"1","203","-2.42311","29.070363","1579.0","45.0","3.9","1.5","2015-12-28T08:13:57.418Z","","",""
"1","204","-2.42311","29.070363","1579.0","45.0","3","1.5","2015-12-28T08:13:57.482Z","","",""
"1","205","-2.423101","29.070373","1580.0","43.0","3.9","1.5","2015-12-28T08:13:58.442Z","","",""
"1","206","-2.423101","29.070373","1580.0","43.0","3","1.5","2015-12-28T08:13:58.850Z","","",""
"1","207","-2.423092","29.070381","1580.0","40.0","3.9","1.5","2015-12-28T08:13:59.496Z","","",""
"1","208","-2.423092","29.070381","1580.0","40.0","3","1.5","2015-12-28T08:13:59.590Z","","",""
"1","209","-2.423083","29.07039","1580.0","41.0","3.9","1.5","2015-12-28T08:14:00.407Z","","",""
"1","210","-2.423083","29.07039","1580.0","41.0","3","1.5","2015-12-28T08:14:00.837Z","","",""
"1","211","-2.423074","29.070398","1580.0","42.0","3.9","1.5","2015-12-28T08:14:01.351Z","","",""
"1","212","-2.423074","29.070398","1580.0","42.0","3","1.5","2015-12-28T08:14:01.423Z","","",""
"1","213","-2.423064","29.070407","1580.0","42.0","4","1.5","2015-12-28T08:14:02.414Z","","",""
"1","214","-2.423064","29.070407","1580.0","42.0","4","1.5","2015-12-28T08:14:02.907Z","","",""
"1","215","-2.423055","29.070415","1580.0","43.0","3.9","1.5","2015-12-28T08:14:03.693Z","","",""
"1","216","-2.423055","29.070415","1580.0","43.0","3","1.5","2015-12-28T08:14:03.848Z","","",""
"1","217","-2.423045","29.070422","1580.0","37.0","3.9","1.5","2015-12-28T08:14:04.446Z","","",""
"1","218","-2.423045","29.070422","1580.0","37.0","3","1.5","2015-12-28T08:14:04.804Z","","",""
"1","219","-2.423034","29.070428","1581.0","32.0","3.9","1.5","2015-12-28T08:14:05.633Z","","",""
"1","220","-2.423034","29.070428","1581.0","32.0","3","1.5","2015-12-28T08:14:05.899Z","","",""
"1","221","-2.423024","29.070433","1581.0","28.0","3.9","1.5","2015-12-28T08:14:06.420Z","","",""
"1","222","-2.423024","29.070433","1581.0","28.0","3","1.5","2015-12-28T08:14:06.476Z","","",""
"1","223","-2.423013","29.070438","1581.0","27.0","3.9","1.5","2015-12-28T08:14:07.401Z","","",""
"1","224","-2.423013","29.070438","1581.0","27.0","3","1.5","2015-12-28T08:14:07.832Z","","",""
"1","225","-2.423002","29.070444","1581.0","29.0","3.9","1.5","2015-12-28T08:14:08.330Z","","",""
"1","226","-2.423002","29.070444","1581.0","29.0","3","1.5","2015-12-28T08:14:08.435Z","","",""
"1","227","-2.42299","29.070449","1580.0","28.0","3.9","1.5","2015-12-28T08:14:09.527Z","","",""
"1","228","-2.42299","29.070449","1580.0","28.0","3","1.5","2015-12-28T08:14:09.885Z","","",""
"1","229","-2.422979","29.070456","1581.0","28.0","3.9","1.5","2015-12-28T08:14:10.397Z","","",""
"1","230","-2.422979","29.070456","1581.0","28.0","3","1.5","2015-12-28T08:14:10.762Z","","",""
"1","231","-2.422967","29.070462","1581.0","26.0","3.9","1.5","2015-12-28T08:14:11.458Z","","",""
"1","232","-2.422967","29.070462","1581.0","26.0","3","1.5","2015-12-28T08:14:11.847Z","","",""
"1","233","-2.422956","29.070468","1581.0","26.0","3.9","1.5","2015-12-28T08:14:12.504Z","","",""
"1","234","-2.422956","29.070468","1581.0","26.0","3","1.5","2015-12-28T08:14:12.943Z","","",""
"1","235","-2.422945","29.070475","1581.0","26.0","3.9","1.5","2015-12-28T08:14:13.475Z","","",""
"1","236","-2.422945","29.070475","1581.0","26.0","3","1.5","2015-12-28T08:14:13.540Z","","",""
"1","237","-2.422933","29.070482","1581.0","27.0","3.9","1.5","2015-12-28T08:14:14.540Z","","",""
"1","238","-2.422933","29.070482","1581.0","27.0","3","1.5","2015-12-28T08:14:14.886Z","","",""
"1","239","-2.422921","29.070489","1581.0","26.0","3.9","1.5","2015-12-28T08:14:15.322Z","","",""
"1","240","-2.422921","29.070489","1581.0","26.0","3","1.5","2015-12-28T08:14:15.379Z","","",""
"1","241","-2.422908","29.070496","1582.0","26.0","3.9","1.5","2015-12-28T08:14:16.608Z","","",""
"1","242","-2.422908","29.070496","1582.0","26.0","3","1.5","2015-12-28T08:14:16.885Z","","",""
"1","243","-2.422895","29.070502","1583.0","23.0","3.9","1.5","2015-12-28T08:14:17.425Z","","",""
"1","244","-2.422895","29.070502","1583.0","23.0","3","1.5","2015-12-28T08:14:17.808Z","","",""
"1","245","-2.422882","29.070507","1583.0","21.0","3.9","1.5","2015-12-28T08:14:18.544Z","","",""
"1","246","-2.422882","29.070507","1583.0","21.0","3","1.5","2015-12-28T08:14:18.862Z","","",""
"1","247","-2.42287","29.070512","1582.0","20.0","3.9","1.5","2015-12-28T08:14:19.938Z","","",""
"1","248","-2.42287","29.070512","1582.0","20.0","3","1.5","2015-12-28T08:14:20.025Z","","",""
"1","249","-2.422857","29.070517","1583.0","20.0","3.9","1.5","2015-12-28T08:14:20.466Z","","",""
"1","250","-2.422857","29.070517","1583.0","20.0","3","1.5","2015-12-28T08:14:20.545Z","","",""
"1","251","-2.422844","29.070522","1583.0","20.0","4","1.5","2015-12-28T08:14:21.391Z","","",""
"1","252","-2.422844","29.070522","1583.0","20.0","4","1.5","2015-12-28T08:14:21.866Z","","",""
"1","253","-2.422831","29.070522","1583.0","12.0","3.9","1.5","2015-12-28T08:14:22.537Z","","",""
"1","254","-2.422831","29.070522","1583.0","12.0","3","1.5","2015-12-28T08:14:22.871Z","","",""
"1","255","-2.422818","29.070523","1584.0","10.0","3.9","1.5","2015-12-28T08:14:23.499Z","","",""
"1","256","-2.422818","29.070523","1584.0","10.0","3","1.5","2015-12-28T08:14:23.811Z","","",""
"1","257","-2.422805","29.070524","1585.0","10.0","3.9","1.5","2015-12-28T08:14:24.441Z","","",""
"1","258","-2.422805","29.070524","1585.0","10.0","3","1.5","2015-12-28T08:14:24.871Z","","",""
"1","259","-2.422791","29.070523","1584.0","7.0","3.9","1.5","2015-12-28T08:14:25.482Z","","",""
"1","260","-2.422791","29.070523","1584.0","7.0","3","1.5","2015-12-28T08:14:25.866Z","","",""
